捞抚,惫,康,荐,苞,乞闭,切痢
切积8513,63.0,60.0,31.0,70.0,56.0,F
切积8514,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积8515,56.0,49.0,90.0,44.0,59.75,F
切积8516,34.0,28.0,16.0,0.0,19.5,F
切积8517,37.0,13.0,9.0,41.0,25.0,F
切积8518,14.0,17.0,21.0,77.0,32.25,F
切积8519,37.0,20.0,3.0,77.0,34.25,F
切积8520,19.0,97.0,28.0,77.0,55.25,F
切积8521,57.0,85.0,33.0,84.0,64.75,F
切积8522,10.0,21.0,67.0,54.0,38.0,F
切积8523,79.0,74.0,14.0,59.0,56.5,F
切积8524,96.0,67.0,66.0,48.0,69.25,F
切积8525,46.0,25.0,54.0,56.0,45.25,F
切积8526,66.0,32.0,77.0,24.0,49.75,F
切积8527,46.0,25.0,2.0,12.0,21.25,F
切积8528,26.0,10.0,49.0,74.0,39.75,F
切积8529,97.0,68.0,65.0,33.0,65.75,F
切积8530,86.0,70.0,99.0,45.0,75.0,C
切积8531,31.0,62.0,37.0,82.0,53.0,F
切积8532,43.0,88.0,11.0,56.0,49.5,F
切积8533,6.0,98.0,96.0,74.0,68.5,F
切积8534,41.0,75.0,8.0,22.0,36.5,F
切积8535,29.0,45.0,94.0,70.0,59.5,F
切积8536,83.0,84.0,32.0,91.0,72.5,C
切积8537,91.0,1.0,53.0,32.0,44.25,F
切积8538,89.0,59.0,10.0,29.0,46.75,F
切积8539,84.0,58.0,70.0,25.0,59.25,F
切积8540,96.0,95.0,10.0,4.0,51.25,F
切积8541,83.0,7.0,64.0,9.0,40.75,F
切积8542,67.0,38.0,63.0,26.0,48.5,F
切积8543,50.0,72.0,14.0,86.0,55.5,F
切积8544,60.0,28.0,49.0,59.0,49.0,F
切积8545,71.0,11.0,49.0,62.0,48.25,F
切积8546,32.0,63.0,31.0,96.0,55.5,F
切积8547,72.0,6.0,73.0,22.0,43.25,F
切积8548,29.0,93.0,2.0,85.0,52.25,F
切积8549,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积8550,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8551,88.0,90.0,62.0,72.0,78.0,C
切积8552,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8553,63.0,60.0,31.0,70.0,56.0,F
切积8554,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积8555,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8556,88.0,90.0,62.0,72.0,78.0,C
切积8557,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8558,63.0,60.0,31.0,70.0,56.0,F
切积8559,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积8560,64.0,3.0,73.0,83.0,55.75,F
切积8561,78.0,58.0,20.0,47.0,50.75,F
切积8562,13.0,82.0,57.0,1.0,38.25,F
切积8563,4.0,11.0,81.0,76.0,43.0,F
切积8564,3.0,25.0,26.0,67.0,30.25,F
切积8565,96.0,78.0,1.0,6.0,45.25,F
切积8566,78.0,31.0,70.0,91.0,67.5,F
切积8567,4.0,63.0,59.0,23.0,37.25,F
切积8568,29.0,67.0,49.0,28.0,43.25,F
切积8569,93.0,56.0,63.0,55.0,66.75,F
切积8570,57.0,65.0,12.0,47.0,45.25,F
切积8571,20.0,74.0,56.0,17.0,41.75,F
切积8572,6.0,61.0,0.0,20.0,21.75,F
切积8573,3.0,11.0,83.0,45.0,35.5,F
切积8574,4.0,82.0,88.0,69.0,60.75,F
切积8575,62.0,5.0,92.0,67.0,56.5,F
切积8576,4.0,12.0,73.0,73.0,40.5,F
切积8577,84.0,58.0,70.0,25.0,59.25,F
切积8578,96.0,95.0,10.0,4.0,51.25,F
切积8579,83.0,7.0,64.0,9.0,40.75,F
切积8580,67.0,38.0,63.0,26.0,48.5,F
切积8581,50.0,72.0,14.0,86.0,55.5,F
切积8582,60.0,28.0,49.0,59.0,49.0,F
切积8583,71.0,11.0,49.0,62.0,48.25,F
切积8584,32.0,63.0,31.0,96.0,55.5,F
切积8585,72.0,6.0,73.0,22.0,43.25,F
切积8586,29.0,93.0,2.0,85.0,52.25,F
切积8587,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积8588,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8589,88.0,90.0,62.0,72.0,78.0,C
切积8590,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8591,63.0,60.0,31.0,70.0,56.0,F
切积8592,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积8593,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8594,88.0,90.0,62.0,72.0,78.0,C
切积8595,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8596,63.0,60.0,31.0,70.0,56.0,F
切积8597,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积8598,64.0,3.0,73.0,83.0,55.75,F
切积8599,83.0,91.0,32.0,99.0,76.25,C
切积8600,5.0,55.0,11.0,65.0,34.0,F
切积8601,7.0,40.0,10.0,3.0,15.0,F
切积8602,55.0,46.0,74.0,35.0,52.5,F
切积8603,97.0,70.0,20.0,27.0,53.5,F
切积8604,92.0,61.0,42.0,88.0,70.75,C
切积8605,16.0,10.0,41.0,55.0,30.5,F
切积8606,47.0,33.0,64.0,65.0,52.25,F
切积8607,14.0,40.0,90.0,41.0,46.25,F
切积8608,3.0,74.0,48.0,49.0,43.5,F
切积8609,52.0,64.0,68.0,85.0,67.25,F
切积8610,26.0,87.0,93.0,36.0,60.5,F
切积8611,30.0,51.0,30.0,62.0,43.25,F
切积8612,72.0,44.0,80.0,13.0,52.25,F
切积8613,35.0,49.0,30.0,41.0,38.75,F
切积8614,52.0,60.0,1.0,14.0,31.75,F
切积8615,12.0,65.0,86.0,76.0,59.75,F
切积8616,79.0,21.0,11.0,41.0,38.0,F
切积8617,13.0,33.0,72.0,92.0,52.5,F
切积8618,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8619,88.0,90.0,62.0,72.0,78.0,C
切积8620,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8621,63.0,60.0,31.0,70.0,56.0,F
切积8622,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积8623,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8624,88.0,90.0,62.0,72.0,78.0,C
切积8625,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8626,63.0,60.0,31.0,70.0,56.0,F
切积8627,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积8628,56.0,49.0,90.0,44.0,59.75,F
切积8629,34.0,28.0,16.0,0.0,19.5,F
切积8630,37.0,13.0,9.0,41.0,25.0,F
切积8631,14.0,17.0,21.0,77.0,32.25,F
切积8632,37.0,20.0,3.0,77.0,34.25,F
切积8633,19.0,97.0,28.0,77.0,55.25,F
切积8634,57.0,85.0,33.0,84.0,64.75,F
切积8635,10.0,21.0,67.0,54.0,38.0,F
切积8636,79.0,74.0,14.0,59.0,56.5,F
切积8637,96.0,67.0,66.0,48.0,69.25,F
切积8638,46.0,25.0,54.0,56.0,45.25,F
切积8639,66.0,32.0,77.0,24.0,49.75,F
切积8640,46.0,25.0,2.0,12.0,21.25,F
切积8641,26.0,10.0,49.0,74.0,39.75,F
切积8642,97.0,68.0,65.0,33.0,65.75,F
切积8643,86.0,70.0,99.0,45.0,75.0,C
切积8644,31.0,62.0,37.0,82.0,53.0,F
切积8645,43.0,88.0,11.0,56.0,49.5,F
切积8646,6.0,98.0,96.0,74.0,68.5,F
切积8647,41.0,75.0,8.0,22.0,36.5,F
切积8648,29.0,45.0,94.0,70.0,59.5,F
切积8649,83.0,84.0,32.0,91.0,72.5,C
切积8650,91.0,1.0,53.0,32.0,44.25,F
切积8651,89.0,59.0,10.0,29.0,46.75,F
切积8652,84.0,58.0,70.0,25.0,59.25,F
切积8653,96.0,95.0,10.0,4.0,51.25,F
切积8654,83.0,7.0,64.0,9.0,40.75,F
切积8655,67.0,38.0,63.0,26.0,48.5,F
切积8656,50.0,72.0,14.0,86.0,55.5,F
切积8657,60.0,28.0,49.0,59.0,49.0,F
切积8658,71.0,11.0,49.0,62.0,48.25,F
切积8659,32.0,63.0,31.0,96.0,55.5,F
切积8660,72.0,6.0,73.0,22.0,43.25,F
切积8661,29.0,93.0,2.0,85.0,52.25,F
切积8662,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积8663,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8664,88.0,90.0,62.0,72.0,78.0,C
切积8665,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8666,63.0,60.0,31.0,70.0,56.0,F
切积8667,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积8668,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8669,88.0,90.0,62.0,72.0,78.0,C
切积8670,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8671,63.0,60.0,31.0,70.0,56.0,F
切积8672,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积8673,64.0,3.0,73.0,83.0,55.75,F
切积8674,78.0,58.0,20.0,47.0,50.75,F
切积8675,13.0,82.0,57.0,1.0,38.25,F
切积8676,4.0,11.0,81.0,76.0,43.0,F
切积8677,3.0,25.0,26.0,67.0,30.25,F
切积8678,96.0,78.0,1.0,6.0,45.25,F
切积8679,78.0,31.0,70.0,91.0,67.5,F
切积8680,4.0,63.0,59.0,23.0,37.25,F
切积8681,29.0,67.0,49.0,28.0,43.25,F
切积8682,93.0,56.0,63.0,55.0,66.75,F
切积8683,57.0,65.0,12.0,47.0,45.25,F
切积8684,20.0,74.0,56.0,17.0,41.75,F
切积8685,6.0,61.0,0.0,20.0,21.75,F
切积8686,3.0,11.0,83.0,45.0,35.5,F
切积8687,4.0,82.0,88.0,69.0,60.75,F
切积8688,62.0,5.0,92.0,67.0,56.5,F
切积8689,4.0,12.0,73.0,73.0,40.5,F
切积8690,84.0,58.0,70.0,25.0,59.25,F
切积8691,96.0,95.0,10.0,4.0,51.25,F
切积8692,83.0,7.0,64.0,9.0,40.75,F
切积8693,67.0,38.0,63.0,26.0,48.5,F
切积8694,50.0,72.0,14.0,86.0,55.5,F
切积8695,60.0,28.0,49.0,59.0,49.0,F
切积8696,71.0,11.0,49.0,62.0,48.25,F
切积8697,32.0,63.0,31.0,96.0,55.5,F
切积8698,72.0,6.0,73.0,22.0,43.25,F
切积8699,29.0,93.0,2.0,85.0,52.25,F
切积8700,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积8701,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8702,88.0,90.0,62.0,72.0,78.0,C
切积8703,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8704,63.0,60.0,31.0,70.0,56.0,F
切积8705,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积8706,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8707,88.0,90.0,62.0,72.0,78.0,C
切积8708,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积8709,63.0,60.0,31.0,70.0,56.0,F
切积8710,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积8711,64.0,3.0,73.0,83.0,55.75,F
切积8712,83.0,91.0,32.0,99.0,76.25,C
切积8713,5.0,55.0,11.0,65.0,34.0,F
切积8714,7.0,40.0,10.0,3.0,15.0,F
切积8715,55.0,46.0,74.0,35.0,52.5,F
切积8716,97.0,70.0,20.0,27.0,53.5,F
切积8717,92.0,61.0,42.0,88.0,70.75,C
切积8718,16.0,10.0,41.0,55.0,30.5,F
切积8719,47.0,33.0,64.0,65.0,52.25,F
切积8720,14.0,40.0,90.0,41.0,46.25,F
切积8721,3.0,74.0,48.0,49.0,43.5,F
切积8722,52.0,64.0,68.0,85.0,67.25,F
切积8723,26.0,87.0,93.0,36.0,60.5,F
切积8724,30.0,51.0,30.0,62.0,43.25,F
切积8725,72.0,44.0,80.0,13.0,52.25,F
切积8726,35.0,49.0,30.0,41.0,38.75,F
切积8727,52.0,60.0,1.0,14.0,31.75,F
切积8728,12.0,65.0,86.0,76.0,59.75,F
切积8729,79.0,21.0,11.0,41.0,38.0,F
切积8730,13.0,33.0,72.0,92.0,52.5,F
切积8731,57.0,68.0,33.0,33.0,47.75,F
切积8732,48.0,44.0,37.0,83.0,53.0,F
切积8733,66.0,88.0,81.0,66.0,75.25,C
切积8734,44.0,15.0,44.0,46.0,37.25,F
切积8735,99.0,2.0,96.0,90.0,71.75,C
切积8736,57.0,4.0,12.0,85.0,39.5,F
切积8737,4.0,77.0,57.0,83.0,55.25,F
切积8738,74.0,23.0,52.0,64.0,53.25,F
切积8739,84.0,58.0,70.0,25.0,59.25,F
切积8740,96.0,95.0,10.0,4.0,51.25,F
切积8741,83.0,7.0,64.0,9.0,40.75,F
切积8742,67.0,38.0,63.0,26.0,48.5,F
切积8743,50.0,72.0,14.0,86.0,55.5,F
切积8744,60.0,28.0,49.0,59.0,49.0,F
切积8745,71.0,11.0,49.0,62.0,48.25,F
切积8746,32.0,63.0,31.0,96.0,55.5,F
切积8747,72.0,6.0,73.0,22.0,43.25,F
切积8748,29.0,93.0,2.0,85.0,52.25,F
切积8749,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积8750,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8751,88.0,90.0,62.0,72.0,78.0,C
切积8752,92.0,70.0,55.0,60.420972335231895,69.35524308380798,F
切积8753,63.0,60.0,55.0,70.0,62.0,F
切积8754,21.0,50.0,55.0,88.0,53.5,F
切积8755,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8756,88.0,90.0,62.0,72.0,78.0,C
切积8757,92.0,70.0,75.0,85.0,80.5,B
切积8758,63.0,60.0,31.0,70.0,56.0,F
切积8759,54.0,50.0,23.0,88.0,53.75,F
切积8760,64.0,54.0,73.0,83.0,68.5,F
切积8761,89.0,36.0,63.0,14.0,50.5,F
切积8762,83.0,26.0,81.0,98.0,72.0,C
切积8763,18.0,51.0,17.0,6.0,23.0,F
切积8764,63.0,60.0,55.0,70.0,62.0,F
切积8765,21.0,50.0,55.0,88.0,53.5,F
切积8766,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8767,88.0,90.0,62.0,72.0,78.0,C
切积8768,92.0,70.0,75.0,85.0,80.5,B
切积8769,63.0,60.0,31.0,70.0,56.0,F
切积8770,54.0,50.0,23.0,88.0,53.75,F
切积8771,64.0,54.0,73.0,83.0,68.5,F
切积8772,89.0,36.0,63.0,14.0,50.5,F
切积8773,83.0,26.0,81.0,98.0,72.0,C
切积8774,18.0,51.0,17.0,6.0,23.0,F
切积8775,33.0,95.0,77.0,95.0,75.0,C
切积8776,86.0,34.0,31.0,18.0,42.25,F
切积8777,61.0,31.0,97.0,69.0,64.5,F
切积8778,79.0,87.0,93.0,86.0,86.25,B
切积8779,68.0,75.0,10.0,58.0,52.75,F
切积8780,36.0,59.0,90.0,54.0,59.75,F
切积8781,55.0,25.0,13.0,30.0,30.75,F
切积8782,63.0,60.0,55.0,70.0,62.0,F
切积8783,21.0,50.0,55.0,88.0,53.5,F
切积8784,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积8785,88.0,90.0,62.0,72.0,78.0,C
切积8786,92.0,70.0,75.0,85.0,80.5,B
切积8787,63.0,60.0,31.0,70.0,56.0,F
切积8788,54.0,50.0,23.0,88.0,53.75,F
切积8789,64.0,54.0,73.0,83.0,68.5,F
切积8790,89.0,36.0,63.0,14.0,50.5,F
切积8791,83.0,26.0,81.0,98.0,72.0,C
切积8792,18.0,51.0,17.0,6.0,23.0,F
切积8793,73.0,89.0,73.0,78.0,78.25,C
切积8794,45.0,11.0,99.0,81.0,59.0,F
切积8795,88.0,10.0,87.0,7.0,48.0,F
切积8796,10.0,67.0,56.0,93.0,56.5,F
切积8797,97.0,82.0,93.0,67.0,84.75,B
切积8798,4.0,86.0,62.0,94.0,61.5,F
切积8799,72.0,47.0,72.0,89.0,70.0,C
切积8800,13.0,56.0,64.0,34.0,41.75,F
切积8801,46.0,56.0,39.0,24.0,41.25,F
切积8802,70.0,41.0,86.0,93.0,72.5,C
切积8803,20.0,88.0,73.0,46.0,56.75,F
切积8804,63.0,60.0,55.0,70.0,62.0,F
切积8805,21.0,50.0,55.0,88.0,53.5,F
切积8806,98.0,90.0,88.0,64.0,85.0,B
切积8807,88.0,90.0,62.0,72.0,78.0,C
切积8808,92.0,70.0,75.0,85.0,80.5,B
切积8809,63.0,60.0,31.0,70.0,56.0,F
切积8810,54.0,50.0,23.0,88.0,53.75,F
切积8811,64.0,54.0,73.0,83.0,68.5,F
切积8812,89.0,36.0,63.0,14.0,50.5,F
切积8813,83.0,26.0,81.0,98.0,72.0,C
切积8814,18.0,51.0,17.0,6.0,23.0,F
切积8815,74.0,85.0,95.0,70.0,81.0,B
切积8816,46.0,56.0,39.0,24.0,41.25,F
切积8817,70.0,41.0,86.0,93.0,72.5,C
切积8818,20.0,88.0,73.0,46.0,56.75,F
切积8819,63.0,60.0,55.0,70.0,62.0,F
切积8820,21.0,50.0,55.0,88.0,53.5,F
切积8821,98.0,90.0,88.0,64.0,85.0,B
切积8822,88.0,90.0,62.0,72.0,78.0,C
切积8823,92.0,70.0,75.0,85.0,80.5,B
切积8824,63.0,60.0,31.0,70.0,56.0,F
切积8825,54.0,50.0,23.0,88.0,53.75,F
切积8826,64.0,54.0,73.0,83.0,68.5,F
切积8827,89.0,36.0,63.0,14.0,50.5,F
切积8828,83.0,26.0,81.0,98.0,72.0,C
切积8829,18.0,51.0,17.0,6.0,23.0,F
切积8830,42.0,92.0,61.0,10.0,51.25,F
切积8831,46.0,56.0,39.0,24.0,41.25,F
切积8832,70.0,41.0,86.0,93.0,72.5,C
切积8833,20.0,88.0,73.0,46.0,56.75,F
切积8834,63.0,60.0,55.0,70.0,62.0,F
切积8835,21.0,50.0,55.0,88.0,53.5,F
切积8836,98.0,90.0,88.0,64.0,85.0,B
切积8837,88.0,90.0,62.0,72.0,78.0,C
切积8838,92.0,70.0,75.0,85.0,80.5,B
切积8839,63.0,60.0,31.0,70.0,56.0,F
切积8840,54.0,50.0,23.0,88.0,53.75,F
切积8841,64.0,54.0,73.0,83.0,68.5,F
切积8842,89.0,36.0,63.0,14.0,50.5,F
切积8843,83.0,26.0,81.0,98.0,72.0,C
切积8844,18.0,51.0,17.0,6.0,23.0,F
切积8845,62.0,69.0,84.0,80.0,73.75,C
切积8846,54.0,34.0,56.0,46.0,47.5,F
切积8847,40.0,67.0,26.0,96.0,57.25,F
切积8848,55.0,85.0,46.0,81.0,66.75,F
切积8849,35.0,53.0,86.0,12.0,46.5,F
切积8850,42.0,59.0,79.0,10.0,47.5,F
切积8851,20.0,83.0,28.0,69.0,50.0,F
切积8852,14.0,53.0,19.0,32.0,29.5,F
切积8853,77.0,75.0,75.0,98.0,81.25,B
切积8854,45.0,30.0,62.0,89.0,56.5,F
切积8855,69.0,47.0,71.0,90.0,69.25,F
切积8856,51.0,57.0,16.0,0.0,31.0,F
切积8857,28.0,69.0,8.0,6.0,27.75,F
切积8858,55.0,46.0,97.0,73.0,67.75,F
切积8859,52.0,79.0,44.0,16.0,47.75,F
切积8860,33.0,62.0,83.0,0.0,44.5,F
切积8861,79.0,12.0,53.0,43.0,46.75,F
切积8862,55.0,56.0,92.0,40.0,60.75,F
切积8863,46.0,56.0,39.0,24.0,41.25,F
切积8864,70.0,41.0,86.0,93.0,72.5,C
切积8865,20.0,88.0,73.0,46.0,56.75,F
切积8866,63.0,60.0,55.0,70.0,62.0,F
切积8867,21.0,50.0,55.0,88.0,53.5,F
切积8868,98.0,90.0,88.0,64.0,85.0,B
切积8869,88.0,90.0,62.0,72.0,78.0,C
切积8870,92.0,70.0,75.0,85.0,80.5,B
切积8871,63.0,60.0,31.0,70.0,56.0,F
切积8872,54.0,50.0,23.0,88.0,53.75,F
切积8873,64.0,54.0,73.0,83.0,68.5,F
切积8874,89.0,36.0,63.0,14.0,50.5,F
切积8875,83.0,26.0,81.0,98.0,72.0,C
切积8876,18.0,51.0,17.0,6.0,23.0,F
切积8877,46.0,56.0,39.0,24.0,41.25,F
切积8878,70.0,41.0,86.0,93.0,72.5,C
切积8879,20.0,88.0,73.0,46.0,56.75,F
切积8880,63.0,60.0,55.0,70.0,62.0,F
切积8881,21.0,50.0,55.0,88.0,53.5,F
切积8882,98.0,90.0,88.0,64.0,85.0,B
切积8883,88.0,90.0,62.0,72.0,78.0,C
切积8884,92.0,70.0,75.0,85.0,80.5,B
切积8885,63.0,60.0,31.0,70.0,56.0,F
切积8886,54.0,50.0,23.0,88.0,53.75,F
切积8887,64.0,54.0,73.0,83.0,68.5,F
切积8888,89.0,36.0,63.0,14.0,50.5,F
切积8889,83.0,26.0,81.0,98.0,72.0,C
切积8890,18.0,51.0,17.0,6.0,23.0,F
切积8891,37.0,27.0,97.0,62.0,55.75,F
切积8892,70.0,20.0,63.0,0.0,38.25,F
切积8893,85.0,98.0,24.0,53.0,65.0,F
切积8894,94.0,77.0,76.0,99.0,86.5,B
切积8895,96.0,39.0,77.0,12.0,56.0,F
切积8896,46.0,56.0,39.0,24.0,41.25,F
切积8897,70.0,41.0,86.0,93.0,72.5,C
切积8898,20.0,88.0,73.0,46.0,56.75,F
切积8899,63.0,60.0,55.0,70.0,62.0,F
切积8900,21.0,50.0,55.0,88.0,53.5,F
切积8901,98.0,90.0,88.0,64.0,85.0,B
切积8902,88.0,90.0,62.0,72.0,78.0,C
切积8903,46.0,56.0,39.0,24.0,41.25,F
切积8904,70.0,41.0,86.0,93.0,72.5,C
切积8905,20.0,88.0,73.0,46.0,56.75,F
切积8906,63.0,60.0,55.0,70.0,62.0,F
切积8907,21.0,50.0,55.0,88.0,53.5,F
切积8908,98.0,90.0,88.0,64.0,85.0,B
切积8909,88.0,90.0,62.0,72.0,78.0,C
切积8910,92.0,70.0,75.0,85.0,80.5,B
切积8911,63.0,60.0,31.0,70.0,56.0,F
切积8912,54.0,50.0,23.0,88.0,53.75,F
切积8913,64.0,54.0,73.0,83.0,68.5,F
切积8914,89.0,36.0,63.0,14.0,50.5,F
切积8915,83.0,26.0,81.0,98.0,72.0,C
切积8916,18.0,51.0,17.0,6.0,23.0,F
切积8917,46.0,56.0,39.0,24.0,41.25,F
切积8918,70.0,41.0,86.0,93.0,72.5,C
切积8919,20.0,88.0,73.0,46.0,56.75,F
切积8920,63.0,60.0,55.0,70.0,62.0,F
切积8921,21.0,50.0,55.0,88.0,53.5,F
切积8922,98.0,90.0,88.0,64.0,85.0,B
切积8923,88.0,90.0,62.0,72.0,78.0,C
切积8924,92.0,70.0,75.0,85.0,80.5,B
切积8925,63.0,60.0,31.0,70.0,56.0,F
切积8926,54.0,50.0,23.0,88.0,53.75,F
切积8927,46.0,56.0,39.0,24.0,41.25,F
切积8928,70.0,41.0,86.0,93.0,72.5,C
切积8929,20.0,88.0,73.0,46.0,56.75,F
切积8930,63.0,60.0,55.0,70.0,62.0,F
切积8931,21.0,50.0,55.0,88.0,53.5,F
切积8932,98.0,90.0,88.0,64.0,85.0,B
切积8933,88.0,90.0,62.0,72.0,78.0,C
切积8934,46.0,56.0,39.0,24.0,41.25,F
切积8935,70.0,41.0,86.0,93.0,72.5,C
切积8936,20.0,88.0,73.0,46.0,56.75,F
切积8937,63.0,60.0,55.0,70.0,62.0,F
切积8938,21.0,50.0,55.0,88.0,53.5,F
切积8939,98.0,90.0,88.0,64.0,85.0,B
切积8940,88.0,90.0,62.0,72.0,78.0,C
切积8941,92.0,70.0,75.0,85.0,80.5,B
切积8942,63.0,60.0,31.0,70.0,56.0,F
切积8943,54.0,50.0,23.0,88.0,53.75,F
切积8944,64.0,54.0,73.0,83.0,68.5,F
切积8945,46.0,56.0,39.0,24.0,41.25,F
切积8946,70.0,41.0,86.0,93.0,72.5,C
切积8947,20.0,88.0,73.0,46.0,56.75,F
切积8948,63.0,60.0,55.0,70.0,62.0,F
切积8949,21.0,50.0,55.0,88.0,53.5,F
切积8950,98.0,90.0,88.0,64.0,85.0,B
切积8951,88.0,90.0,62.0,72.0,78.0,C
切积8952,92.0,70.0,75.0,85.0,80.5,B
切积8953,63.0,60.0,31.0,70.0,56.0,F
切积8954,54.0,50.0,23.0,88.0,53.75,F
切积8955,46.0,56.0,39.0,24.0,41.25,F
切积8956,70.0,41.0,86.0,93.0,72.5,C
切积8957,20.0,88.0,73.0,46.0,56.75,F
切积8958,46.0,56.0,39.0,24.0,41.25,F
切积8959,70.0,41.0,86.0,93.0,72.5,C
切积8960,46.0,56.0,39.0,24.0,41.25,F
切积8961,70.0,41.0,86.0,93.0,72.5,C
切积8962,20.0,88.0,73.0,46.0,56.75,F
切积8963,63.0,60.0,55.0,70.0,62.0,F
切积8964,21.0,50.0,55.0,88.0,53.5,F
切积8965,98.0,90.0,88.0,64.0,85.0,B
切积8966,88.0,90.0,62.0,72.0,78.0,C
切积8967,92.0,70.0,75.0,85.0,80.5,B
切积8968,63.0,60.0,31.0,70.0,56.0,F
切积8969,54.0,50.0,23.0,88.0,53.75,F
切积8970,64.0,54.0,73.0,83.0,68.5,F
切积8971,89.0,36.0,63.0,14.0,50.5,F
切积8972,83.0,26.0,81.0,98.0,72.0,C
切积8973,18.0,51.0,17.0,6.0,23.0,F
切积8974,85.0,37.0,23.0,49.0,48.5,F
切积8975,90.0,93.0,65.0,30.0,69.5,F
切积8976,71.0,83.0,15.0,11.0,45.0,F
切积8977,94.0,6.0,28.0,69.0,49.25,F
切积8978,85.0,88.0,60.0,17.0,62.5,F
切积8979,32.0,59.0,16.0,31.0,34.5,F
切积8980,59.0,64.0,40.0,72.0,58.75,F
切积8981,85.0,73.0,51.0,6.0,53.75,F
切积8982,20.0,36.0,26.0,73.0,38.75,F
切积8983,46.0,56.0,39.0,24.0,41.25,F
切积8984,70.0,41.0,86.0,93.0,72.5,C
切积8985,20.0,88.0,73.0,46.0,56.75,F
切积8986,63.0,60.0,55.0,70.0,62.0,F
切积8987,21.0,50.0,55.0,88.0,53.5,F
切积8988,98.0,90.0,88.0,64.0,85.0,B
切积8989,88.0,90.0,62.0,72.0,78.0,C
切积8990,92.0,70.0,75.0,85.0,80.5,B
切积8991,63.0,60.0,31.0,70.0,56.0,F
切积8992,54.0,50.0,23.0,88.0,53.75,F
切积8993,64.0,54.0,73.0,83.0,68.5,F
切积8994,89.0,36.0,63.0,14.0,50.5,F
切积8995,83.0,26.0,81.0,98.0,72.0,C
切积8996,18.0,51.0,17.0,6.0,23.0,F
切积8997,23.0,61.0,24.0,30.0,34.5,F
切积8998,53.0,60.0,20.0,39.0,43.0,F
切积8999,46.0,56.0,39.0,24.0,41.25,F
切积9000,70.0,41.0,86.0,93.0,72.5,C
切积9001,20.0,88.0,73.0,46.0,56.75,F
切积9002,63.0,60.0,55.0,70.0,62.0,F
切积9003,21.0,50.0,55.0,88.0,53.5,F
切积9004,98.0,90.0,88.0,64.0,85.0,B
切积9005,88.0,90.0,62.0,72.0,78.0,C
切积9006,92.0,70.0,75.0,85.0,80.5,B
切积9007,63.0,60.0,31.0,70.0,56.0,F
切积9008,54.0,50.0,23.0,88.0,53.75,F
切积9009,64.0,54.0,73.0,83.0,68.5,F
切积9010,89.0,36.0,63.0,14.0,50.5,F
切积9011,83.0,26.0,81.0,98.0,72.0,C
切积9012,18.0,51.0,17.0,6.0,23.0,F
切积9013,54.0,50.0,23.0,88.0,53.75,F
切积9014,64.0,54.0,73.0,83.0,68.5,F
切积9015,89.0,36.0,63.0,14.0,50.5,F
切积9016,83.0,26.0,81.0,98.0,72.0,C
